,metricType,symbol,metric.currentEv/freeCashFlowAnnual,metric.currentEv/freeCashFlowTTM,metric.currentRatioAnnual,metric.currentRatioQuarterly,metric.freeCashFlowAnnual,metric.freeCashFlowTTM,metric.longTermDebt/equityAnnual,metric.longTermDebt/equityQuarterly,metric.netInterestCoverageAnnual,metric.netInterestCoverageTTM,metric.payoutRatioAnnual,metric.payoutRatioTTM,metric.quickRatioAnnual,metric.quickRatioQuarterly,metric.totalDebt/totalEquityAnnual,metric.totalDebt/totalEquityQuarterly
10010,financialStrength,QSC.DE,0.92661,0.90952,2.74246,2.74246,-33.87,-30.145,10.44091,10.44091,-4.91022,14.56634,5.05984,5.05984,2.73694,2.73694,13.87543,13.87543
10012,financialStrength,PST.MI,,,,,-387,186,86.86327,86.86327,,,41.12558,44.88036,,,690.4104,690.4104
10013,financialStrength,TES.MI,,,1.10915,1.10915,-24.858,-24.858,139.135,139.135,1.79814,2.06474,0,0,0.61721,0.61721,294.5056,294.5056
10014,financialStrength,CAI.MI,2.58529,,,,86.1,86.1,,,6.1,8.425,,0,,,,
10016,financialStrength,RWAY.MI,127.7458,127.3286,1.087,1.087,16,16,14.44083,14.44083,69.38462,73.60086,99.91924,99.95177,1.0782,1.0782,21.76982,21.76982
10017,financialStrength,TER.MI,,,0.3386,,8.66447,,7.85104,,-0.77906,-1.13336,,,0.2373,,572.1625,
10023,financialStrength,QB7.DE,,,,,,,0,0,,,51.90441,51.90441,,,0,0
10024,financialStrength,LUVE.MI,,,1.92391,1.30795,-11.013,5.069,107.0548,115.1081,10.29592,6.41347,31.5441,33.03201,1.57813,1.00591,141.3891,155.5887
10025,financialStrength,SRI.MI,40.51397,,0.59901,0.59901,1.626,1.626,50.91457,50.91457,3.18148,4.31567,48.47851,48.47851,0.56017,0.56017,106.0942,106.0942
10027,financialStrength,VLS.MI,25.07449,30.7945,3.00802,2.34616,6.74802,6.81966,12.98399,11.92784,41.20132,39.06241,68.10429,74.01363,2.62595,2.01122,15.89794,16.62727
10028,financialStrength,SOL.MI,,,2.12724,2.12724,,,71.50044,71.50044,11.6762,12.0072,32.17094,32.17094,1.93074,1.93074,84.13113,84.13113
10029,financialStrength,IWB.MI,13.77746,13.77653,1.34613,1.34613,6.72587,6.72587,39.09605,39.09605,11.0385,14.92753,45.87795,45.87795,1.00114,1.00114,48.70417,48.70417
10030,financialStrength,ITL.PA,18.42567,13.05572,1.60238,1.52492,-0.663,2.711,20.32832,43.93302,13.27273,14.07254,0,0,,,50.8739,63.88582
10031,financialStrength,PRM.MI,,,1.32381,1.44843,-10.57856,-8.9579,350.825,390.0914,0.02682,-0.57418,,,1.32329,1.44799,460.3537,525.6555
10032,financialStrength,NPI.MI,3.90022,8.77093,1.03262,1.03262,7.26954,-0.51037,,,23.82892,23.82892,0,0,,,,
10033,financialStrength,ITW.MI,,,0.84806,0.79072,1.705,1.245,28.2678,28.91857,-0.20732,2.94833,0,0,0.83223,0.77254,28.2678,170.8883
10034,financialStrength,OVS.MI,19.90419,13.11503,1.1589,0.57569,-68.346,58.743,43.11054,82.59628,,6.57573,0,0,0.35521,0.18891,46.49081,155.2543
10035,financialStrength,IVAC,3410.971,3410.971,4.39753,4.39753,0.838,0.838,0,0,,,0,0,3.20071,3.20071,0,0
10037,financialStrength,IVO.AX,,,0.07943,0.07943,-2.636,-2.636,,,-3.64514,-3.64514,,,,,,
10038,financialStrength,IVX.AX,,,1.55804,1.36511,-2.11174,-0.51259,0,0,-72.88303,-159.6471,,,,,0,0
10039,financialStrength,IVQ.AX,,,0.4616,0.4616,-4.68099,-4.68099,,,-154.2364,-154.2364,,,0.36256,0.36256,,
10040,financialStrength,IVS.MI,60.01871,43.37708,0.95176,1.09022,-12.65,-8.476,91.54941,129.2996,3.85679,3.08495,47.54968,56.80435,0.76893,0.89194,124.8068,156.8753
10041,financialStrength,IVR.AX,,,4.28415,2.37806,-1.71069,-1.66855,0,0.09339,,,,,4.28415,,0,0.30639
10042,financialStrength,IW5.SI,12.15443,12.15443,9.12995,9.12995,13.10819,13.10819,0,0,,,,,9.12995,9.12995,0,0
10043,financialStrength,RAA.DE,104.3559,,3.37329,3.37329,49.949,158.06,2.75046,0.71052,,1362.043,37.76968,37.76968,2.92344,2.92344,5.15842,1.85245
10044,financialStrength,IX2.SI,,11.95944,1.7929,1.75485,-2.37173,17.13027,2.92484,7.17731,,,61.57888,50.64396,1.79117,1.7528,8.18715,13.4362
10045,financialStrength,JAEREN.OL,,,,,136.275,136.275,174.2778,174.2778,,,60.56122,59.33255,,,174.2778,174.2778
10046,financialStrength,JKA.AX,,,2.75561,0.92048,-0.48282,-0.4516,0,,,,,,,,0,
10047,financialStrength,JCI.AX,3.64041,,1.90293,1.90293,-5.54244,-5.54244,0,0,28.66061,17.46217,,0,1.90277,1.90277,12.67532,12.67532
10048,financialStrength,JCS.AX,21.00868,21.00739,1.4283,1.4283,0.2778,0.2778,0,0,79.9703,967.7879,,0,,,0,0
10049,financialStrength,RTC.DE,,,4.02622,2.17035,-0.24576,-0.209,0,5.55586,-27.13629,-19.90089,,,,,0,12.86231
10050,financialStrength,2233.HK,8.33174,8.35241,0.68225,0.84771,1681.436,1959.54,0,8.46486,9.71723,14.44756,25.7681,23.71749,0.55857,0.65566,40.55105,33.84303
10051,financialStrength,WAND.L,,,1.52597,2.69097,-13.80831,-13.10113,0.70994,14.12779,,,,,,,29.6146,25.00867
10052,financialStrength,TMT.L,,,15.89867,10.95472,-2.39306,19.43017,0,0,,,,0,,,0,0
10056,financialStrength,MNZS.L,9.15703,9.15703,0.99163,0.99163,19.5,19.5,447.1396,447.1396,2.01911,2.15326,55.56249,55.56249,0.9749,0.9749,551.9451,551.9451
10057,financialStrength,JSG.L,18.56826,18.56826,0.7107,0.7107,23.6,23.6,57.59036,57.59036,9.48889,9.48889,42.0712,42.0712,0.68559,0.68559,65.54217,65.54217
10061,financialStrength,RHM.DE,11.21476,10.99486,1.51853,1.51853,221,221,41.39229,41.39229,,,30.74627,30.74627,0.99208,0.99208,46.6604,46.6604
10062,financialStrength,RHK.DE,,,2.14597,2.14597,-86.6,-67.2,14.47391,13.63017,20.97647,21.11621,38.66862,38.66862,2.03758,2.03758,14.8306,13.71136
10063,financialStrength,HP3.DE,102.8146,2576.797,1.53934,1.11869,1.716,0.073,22.62388,34.77185,24.86513,21.12457,35.98391,48.4484,0.99748,0.71297,36.51341,69.72831
10064,financialStrength,JPR.AX,,,0.19124,0.19124,-1.0523,-1.0523,,,0.19453,0.19472,,,0.18475,0.18475,,
10066,financialStrength,RM.L,11.47823,11.47823,1.08146,1.08146,-0.714,-0.714,27.75325,27.75325,25.81503,25.84059,34.61636,34.61636,0.69243,0.69243,34.47755,34.47755
10068,financialStrength,KAZI.PA,,,1.42206,1.0525,-47.323,41.011,614.6527,,-2.58507,-4.66815,,,0.43601,0.32359,678.9363,
10069,financialStrength,KARD.AS,,,0.64159,0.49008,-3.913,-25.144,,,-0.26593,0.01661,,,0.53466,0.40768,,
10072,financialStrength,KPO.AX,,,0.95554,2.57469,-4.73155,-4.05276,0,0,-54.51038,-44.15072,,,,,0,0
10073,financialStrength,RKET.DE,0.42641,0.11866,46.50442,46.50442,-243.7,-243.7,2.92197,2.92197,,,0,0,46.50265,46.50265,3.04298,3.04298
10077,financialStrength,5ML.SI,17.33845,9.085,1.48788,0.90521,4.678,9.103,28.99111,61.77085,8.33468,6.35922,83.93824,0,1.4032,0.84449,34.52929,99.19957
10078,financialStrength,TIE.AS,,,0.69275,0.69275,1.382,1.382,0,0,-17.78182,-17.15789,,,,,0,0
10080,financialStrength,LWRF.L,,,1.51523,1.51523,-3.43702,-3.43702,0,0,-293.0529,-293.2918,,,0.88985,0.88985,11.989,11.989
10081,financialStrength,LI.PA,,,0.35158,0.35158,155.5,155.5,76.2502,76.2502,1.68837,1.67389,204.9434,204.9434,,,99.80152,99.80152
10082,financialStrength,KNO.AX,,,2.72813,2.89828,-0.60599,-0.10296,0,10.12899,,-113.5227,,,,,0,14.16408
10083,financialStrength,BRILL.AS,74.6807,17.67629,0.76023,0.76023,1.107,5.661,26.15698,26.15698,18.34595,18.34595,,0,0.61181,0.61181,34.52702,34.52702
10085,financialStrength,5OC.SI,-37.1034,-37.1034,3.40711,3.40711,2.516,2.516,0.19729,0.19729,66.42857,66.42857,48.67269,48.67269,3.40545,3.40545,1.05726,1.05726
10086,financialStrength,KTA.AX,,,2.40299,3.34277,-0.65802,-1.28215,0,0,,,,,,,0,0
10087,financialStrength,578.SI,,,0.62626,0.62626,-12.314,-12.314,,,-8.09247,-8.09247,,,0.52317,0.52317,,
